SECCODE,DATE,OBPLOTNO,BUYSELLOBP,TRADESNOTRADES,BUYSELLYIELD,OBPTDVOLRATIO,MINMAXRATIO
LKOH,2007-10-08,12680,B,TRUE,2.6966890349303485,0.00116744380045371,2156.87
LKOH,2007-10-08,12720,B,TRUE,3.960237293570623,0.00102633433670578,2156
LKOH,2007-10-08,12737,B,TRUE,4.7402794762022005,0.00221334806343797,2156.3
LKOH,2007-10-08,12789,S,TRUE,-3.703703703703704,8.842866829037e-4,2156.5
LKOH,2007-10-08,12819,S,TRUE,-10.539417746650262,0.00466884982364051,2156.75
LKOH,2007-10-08,12864,S,TRUE,0,0.00548172570066815,2156
LKOH,2007-10-08,12895,S,TRUE,-19.112339814475277,0.00103322676523222,2157.3
LKOH,2007-10-08,12944,S,TRUE,-0.5121767280843628,0.00482778392533669,2158
LKOH,2007-10-08,12995,B,TRUE,-6.8554482364287e-4,0.00790442603971521,2156.33
LKOH,2007-10-08,13011,S,TRUE,-0.5067004499500488,0.00299953599070122,2171
LKOH,2007-10-08,13015,S,TRUE,-1.8395282151065e-4,0.00851874519007325,2156.35
LKOH,2007-10-08,13035,B,TRUE,0.00370971481567017,0.00242991984209007,2156.5
LKOH,2007-10-08,13078,B,TRUE,4.6369284985583346e-5,0.01019179142764882,2156.6
LKOH,2007-10-08,13103,B,TRUE,14.72037423317732,0.00120302403492376,2158
LKOH,2007-10-08,13105,S,TRUE,-1.8710171356959e-4,0.00493474189189192,2151
LKOH,2007-10-08,13122,S,TRUE,-0.00231867928029038,0.00791542755586455,2156.4
LKOH,2007-10-08,13183,S,TRUE,0.00746913093919324,0.00686872614077592,2157.77
LKOH,2007-10-08,13196,B,TRUE,-0.00554358686479175,0.01418759277087507,2157.89
LKOH,2007-10-08,13215,S,TRUE,0.04356712813834206,0.00169541167975519,2157.59
LKOH,2007-10-08,13264,B,TRUE,0.06493837487813392,0.00114462830269318,2158
LKOH,2007-10-08,13317,S,TRUE,0.00135597403175036,3.106011630184501e-5,2158.47
LKOH,2007-10-08,13349,S,TRUE,-100,0.01477214125907169,2158.46
LKOH,2007-10-08,13380,S,TRUE,-4.968371538044245,0.00445370972461793,2158
LKOH,2007-10-08,13425,B,TRUE,-0.00370727367093901,0.00374317705814,2157.92
LKOH,2007-10-08,13468,B,TRUE,0.03632223997429795,0.00186605692433072,2158
LKOH,2007-10-08,13476,S,TRUE,-38.878120588459794,0.00757732084009586,2157.97
LKOH,2007-10-08,13540,S,TRUE,0.00324384942978519,0.00659743174798251,2157.93
LKOH,2007-10-08,13597,B,TRUE,0.00510059769731788,0.00104437612678022,2156.61
LKOH,2007-10-08,13806,B,TRUE,76.2786699774764,0.00157092397626416,2157.03
LKOH,2007-10-08,13828,S,TRUE,-0.00344491632960617,0.00251190891921897,2157.01
LKOH,2007-10-08,13865,S,TRUE,0.00740062036814884,0.00683920563592485,2156.79
LKOH,2007-10-08,13923,B,TRUE,9.2720512558909e-4,0.00836036272363541,2157.02
LKOH,2007-10-08,13932,S,TRUE,0,0.00766357685322177,2156.9
LKOH,2007-10-08,13937,B,TRUE,0.12546318345311333,0.00269481091370749,2157.31
LKOH,2007-10-08,13942,S,TRUE,0.00268280839309377,0.00735531778365772,2157.99
LKOH,2007-10-08,13988,S,TRUE,-100,0.01099736830814679,2156.61
LKOH,2007-10-08,14039,S,TRUE,-14.87970095875096,0.02869960950662348,2156.9
LKOH,2007-10-08,14052,S,TRUE,0.00133045608683656,0.0023268443439303,2155
LKOH,2007-10-08,14085,S,TRUE,-16.13797828211816,0.00171506546730279,2154.99
LKOH,2007-10-08,14113,B,TRUE,-0.07006635422951224,0.00339903847648911,2155.1
LKOH,2007-10-08,14133,S,TRUE,-0.00669389546896256,3.8770956071452e-4,2154.98
LKOH,2007-10-08,14135,B,TRUE,0.3134532974704539,0.00305511302131295,2155
LKOH,2007-10-08,14203,S,TRUE,-18.481545888455525,0.00251214195630495,2154.97
LKOH,2007-10-08,14244,S,TRUE,6.630640188354405e-5,0.00167771667524263,2154.5
LKOH,2007-10-08,14265,B,TRUE,0.00325079412257182,0.00137353551262452,2153.32
LKOH,2007-10-08,14304,B,TRUE,0.38857340812097174,0.01359133071234157,2156
LKOH,2007-10-08,14325,B,TRUE,0.00371538307921323,0.00147950705813636,2153.21
LKOH,2007-10-08,14336,B,TRUE,0.01068162713690679,0.00268471133518959,2153.23
LKOH,2007-10-08,14340,B,TRUE,0.03316243624521967,0.00387986866691976,2153.9
LKOH,2007-10-08,14345,B,TRUE,0,0.01003359734874118,2154.5
LKOH,2007-10-08,14423,S,TRUE,0.07263855912605927,2.568399826798e-4,2154.3
LKOH,2007-10-08,14459,S,TRUE,-1.7675296529805415,0.00340348249981481,2154.3
LKOH,2007-10-08,14491,B,TRUE,-0.12599281579159397,0.0063941597037991,2152.65
LKOH,2007-10-08,14520,S,TRUE,0,0.04364086875617535,2157.83
LKOH,2007-10-08,14560,B,TRUE,2.469221927899016,0.00199453257366581,2153.2
LKOH,2007-10-08,14565,S,TRUE,4.6419005798747e-4,5.0397397016486e-4,2154.29
LKOH,2007-10-08,14580,B,TRUE,23.084068077566123,0.00430479620290066,2153.2
LKOH,2007-10-08,14596,S,TRUE,-96.11537715882874,0.01780656245147068,2154
LKOH,2007-10-08,14621,B,TRUE,-1.031673085931072e-5,0.00620080438850028,2154
LKOH,2007-10-08,14708,B,TRUE,-0.6608549497391721,0.00367156971082514,2153.13
LKOH,2007-10-08,14715,S,TRUE,-54.54524342257216,0.02192224152746535,2152.99
LKOH,2007-10-08,14733,B,TRUE,5.17562094433639,0.00419782748428795,2164.86
LKOH,2007-10-08,14742,B,TRUE,4.072264802922086,0.00346232915268646,2153.9
LKOH,2007-10-08,14751,B,TRUE,9.095132411663982,0.01889920550307514,2152.55
LKOH,2007-10-08,14756,S,TRUE,-4.3672190033674285,0.00635877405048301,2152.9
LKOH,2007-10-08,14759,B,TRUE,-0.02135670809558688,0.00409105251994276,2153.89
LKOH,2007-10-08,14776,S,TRUE,-100,0.00252658431084779,2152.88
LKOH,2007-10-08,14795,B,TRUE,-0.00642190986593859,0.00182188001142976,2152.9
LKOH,2007-10-08,14802,S,TRUE,-5.67241634978789,1.7725034179084e-4,2152.88
LKOH,2007-10-08,14880,B,TRUE,0.6488349993738537,7.444315786773571e-5,2152.5
LKOH,2007-10-08,14890,S,TRUE,-1.0856374940282358,0.0109092056525219,2156.1
LKOH,2007-10-08,14898,S,TRUE,-0.9005332548695735,0.011134997411104,2152.02
LKOH,2007-10-08,14909,B,TRUE,2.9048303433038054,0.00809417868456308,2158.46
LKOH,2007-10-08,14921,B,TRUE,-2.8941115509322e-4,2.0005606544772e-4,2151.98
LKOH,2007-10-08,14964,S,TRUE,-0.1335864528110348,0.00682709703588541,2151.97
LKOH,2007-10-08,15007,B,TRUE,26.656558125761737,0.00121207168396334,2152.2
LKOH,2007-10-08,15031,B,TRUE,0.2781460977142544,5.0900793423929e-4,2152.7
LKOH,2007-10-08,15033,B,TRUE,0.00418198123685094,0.0414966420073562,2152.09
LKOH,2007-10-08,15073,B,TRUE,0.00464576074332171,1.8412535635005e-4,2152.5
LKOH,2007-10-08,15085,S,TRUE,-1.9485333967284089,0.0284627016775187,2152.7
LKOH,2007-10-08,15128,S,TRUE,9.2907014014938e-4,0.00358930382838584,2152.69
LKOH,2007-10-08,15187,S,TRUE,-5.842893512757204,0.0117084701158403,2154
LKOH,2007-10-08,15207,B,TRUE,0.004644681839294,0.00103975752044306,2153
LKOH,2007-10-08,15229,B,TRUE,100,0.00343358856392538,2153.01
LKOH,2007-10-08,15248,B,TRUE,0.00418001950674333,0.01777200657320967,2153.1
LKOH,2007-10-08,15268,B,TRUE,0.01253848618676687,0.00484071647180444,2153.88
LKOH,2007-10-08,15344,B,TRUE,52.65598761144242,0.00621223248513262,2154.11
LKOH,2007-10-08,15391,B,TRUE,0.02599138571216566,0.00115755251695841,2154.8
LKOH,2007-10-08,15599,B,TRUE,9.19756277617496,0.02184450906207217,2156.75
LKOH,2007-10-08,15664,B,TRUE,0.00649082707045202,0.01711723990800719,2156.89
LKOH,2007-10-08,15677,B,TRUE,0.03403912453008105,6.6177184376088e-4,2156.95
LKOH,2007-10-08,15771,B,TRUE,0.6981665906099827,0.00165722082871204,2157.83
LKOH,2007-10-08,15779,B,TRUE,0.00231696014828813,9.8343969769537e-4,2158
LKOH,2007-10-08,15814,B,TRUE,0.12691958776295856,0.00203915814976713,2159.7
LKOH,2007-10-08,15827,B,TRUE,0.01782914586953007,4.9151052638052e-4,2158.97
LKOH,2007-10-08,15867,S,TRUE,-12.082696976964648,0.00209763335924045,2158.98
LKOH,2007-10-08,15947,B,TRUE,5.9094468635572e-4,0.00250300535703707,2158.07
LKOH,2007-10-08,15965,B,TRUE,-0.00833800415973004,0.00454344982104071,2158.79
LKOH,2007-10-08,16003,S,TRUE,-14.60520268043906,1.3455151589674e-4,2166.75
LKOH,2007-10-08,16007,S,TRUE,-47.365444190383215,0.00338710214387869,2158.89
LKOH,2007-10-08,16029,B,TRUE,0,0.00526080284555393,2158.11
LKOH,2007-10-08,16083,S,TRUE,-2.899626722733832,0.01430190804764126,2166
LKOH,2007-10-08,16152,S,TRUE,-100,0.00201849334606012,2157.74
LKOH,2007-10-08,16216,S,TRUE,-53.720795061448015,0.02062048271796234,2158.9
LKOH,2007-10-08,16274,B,TRUE,0.11507228483602522,6.7527591451983e-4,2158
LKOH,2007-10-08,16290,S,TRUE,-0.41656851287718993,3.0352896307889e-4,2157.63
LKOH,2007-10-08,16294,B,TRUE,4.264779117274087e-5,6.3457708471998e-4,2157.53
LKOH,2007-10-08,16338,B,TRUE,100,0.00624652874448933,2157.22
LKOH,2007-10-08,16343,B,TRUE,5.9892062754950715,0.001142105009322,2157.53
LKOH,2007-10-08,16402,B,TRUE,0.4946808942076792,0.00172007838504664,2157.6
LKOH,2007-10-08,16460,B,TRUE,-0.00803376653874488,0.00147163939435033,2157.56
LKOH,2007-10-08,16470,B,TRUE,16.66890093427413,0.00157552459322121,2157.12
LKOH,2007-10-08,16478,S,TRUE,-0.00185399768250121,6.0301576415967e-4,2157.5
LKOH,2007-10-08,16489,B,TRUE,0.09364771768458252,1.5006200925387e-4,2157.02
LKOH,2007-10-08,16507,S,TRUE,0.00173625743809578,0.01840528205483602,2157.2
LKOH,2007-10-08,16511,B,TRUE,-0.00439535498885287,6.463899318565172e-5,2157.45
LKOH,2007-10-08,16547,S,TRUE,0.00935024162902626,0.00967235578195682,2157.7
LKOH,2007-10-08,16565,S,TRUE,0.01344086021505207,8.0982104789354e-4,2157.6
LKOH,2007-10-08,16581,S,TRUE,0.0639658848614123,7.5376586679266e-4,2157.4
LKOH,2007-10-08,16587,S,TRUE,0.03219044381607878,0.00490881910813844,2157.3
LKOH,2007-10-08,16618,S,TRUE,0.0124892106024295,0.00114267063912547,2157.1
LKOH,2007-10-08,16632,S,TRUE,0.06947580075650223,4.2058779072979e-4,2157.18
LKOH,2007-10-08,16686,B,TRUE,0.03817211788105786,5.351482518022e-4,2157
LKOH,2007-10-08,16701,B,TRUE,0.00721139020716061,0.0068589395576065,2156
LKOH,2007-10-08,16725,B,TRUE,100,4.080853399196799e-5,2156
LKOH,2007-10-08,16730,B,TRUE,2.2670603439521444,8.877989185618352e-5,2157.79
LKOH,2007-10-08,16743,S,TRUE,4.6361116003688e-4,0.00467176865732103,2156.98
LKOH,2007-10-08,16755,S,TRUE,4.63613309421e-4,0.00622635080364616,2156.97
LKOH,2007-10-08,16821,B,TRUE,5.88492470894808,0.00222428476869574,2156.01
LKOH,2007-10-08,16840,B,TRUE,0.00185525314929053,0.00266610905209239,2156.04
LKOH,2007-10-08,16923,B,TRUE,0.04496965707160627,0.00284680678718206,2157.01
LKOH,2007-10-08,16993,S,TRUE,-100,0.0129690152696376,2158.82
LKOH,2007-10-08,17030,S,TRUE,-100,7.3979655675472e-4,2158.77
LKOH,2007-10-08,17035,S,TRUE,-1.2494973039039212,0.0019351247347968,2158.5
LKOH,2007-10-08,17050,B,TRUE,-0.02651911845334018,0.01117375531675814,2158.76
LKOH,2007-10-08,17073,S,TRUE,-100,0.01109327831697625,2158.5
LKOH,2007-10-08,17087,S,TRUE,0.00168006732488651,0.014531789908069,2158.49
LKOH,2007-10-08,17146,S,TRUE,5.683188804017908e-5,4.6972769117723e-4,2157.97
LKOH,2007-10-08,17166,B,TRUE,0.00566392087591042,9.5495424576979e-4,2158.3
LKOH,2007-10-08,17201,S,TRUE,-3.79972901626801,0.00419497668992637,2158.51
LKOH,2007-10-08,17213,B,TRUE,0.02455033513522349,1.0140509680986727e-5,2158.83
LKOH,2007-10-08,17304,S,TRUE,0.06717472377289468,0.00703767234030079,2158.55
LKOH,2007-10-08,17314,B,TRUE,0,0.06478324153783546,2179.01
LKOH,2007-10-08,17368,S,TRUE,-100,0.00783649704389944,2158.4
LKOH,2007-10-08,17376,S,TRUE,-33.311711377781904,0.05489346834406086,2158.3
LKOH,2007-10-08,17403,B,TRUE,-0.03391704803381462,0.00487661235107488,2157.1
LKOH,2007-10-08,17407,B,TRUE,1.0403480670537633,0.00933928070516251,2157
LKOH,2007-10-08,17409,S,TRUE,-100,0.02104016481392397,2158
LKOH,2007-10-08,17466,S,TRUE,0.00463415651399789,0.00320078714154999,2157.89
LKOH,2007-10-08,17499,S,TRUE,-100,6.195875873711371e-5,2157.8
LKOH,2007-10-08,17514,B,TRUE,0.02562613272272592,0.00268323299600918,2157.01
LKOH,2007-10-08,17535,S,TRUE,-0.4552173316291197,0.00135568827824084,2158
LKOH,2007-10-08,17539,S,TRUE,4.6343712781217e-4,0.01169357132017206,2157.79
LKOH,2007-10-08,17555,S,TRUE,-90.90411928526588,0.01137913736759322,2157.7
LKOH,2007-10-08,17570,S,TRUE,-100,0.03355028632208844,2157.6
LKOH,2007-10-08,17593,S,TRUE,-0.02706003713871996,0.01010788184131276,2157.1
LKOH,2007-10-08,17635,S,TRUE,0.01390369374798081,0.0098150669000595,2157.7
LKOH,2007-10-08,17678,S,TRUE,0.00463628355509801,0.02216050091226028,2156.9
LKOH,2007-10-08,17715,B,TRUE,57.86451566847169,6.1697826270501e-4,2157
LKOH,2007-10-08,17747,B,TRUE,90.90921739130437,0.00107781572438459,2156.25
LKOH,2007-10-08,17782,B,TRUE,100,0.00339017977138727,2156.26
LKOH,2007-10-08,17883,S,TRUE,-3.1917190287356876,0.00780660373463638,2157.64
LKOH,2007-10-08,17931,S,TRUE,4.8649920988236905,0.00178246475129596,2157.09
LKOH,2007-10-08,18003,S,TRUE,0.04589707927676317,0.00101347408466232,2157
LKOH,2007-10-08,18064,S,TRUE,-100,0.0184115771134787,2156.95
LKOH,2007-10-08,18097,S,TRUE,0.00510005378237016,0.03431607879042214,2156.84
LKOH,2007-10-08,18225,S,TRUE,-0.017648065928289,0.0043582550850370504,2157.1
LKOH,2007-10-08,18248,S,TRUE,0.02197200953903121,0.07475711930961822,2156.7
LKOH,2007-10-08,18269,B,TRUE,0.02651148610135642,0.02389386308305673,2155.4
LKOH,2007-10-08,18305,S,TRUE,-20.759252801162702,0.00528298778247204,2156.89
LKOH,2007-10-08,18311,B,TRUE,100,7.0481154025944e-4,2155.51
LKOH,2007-10-08,18386,B,TRUE,82.35288579371147,0.00391984883400819,2155.74
LKOH,2007-10-08,18389,S,TRUE,0,0.09031776429216824,2156
LKOH,2007-10-08,18484,S,TRUE,5.009528490418186,3.8724407362051e-4,2156.69
LKOH,2007-10-08,18500,S,TRUE,0.05803643903151983,0.00961631785162727,2156.97
LKOH,2007-10-08,18529,S,TRUE,-50.08040894584047,0.02053474271640914,2155.99
LKOH,2007-10-08,18619,S,TRUE,-0.9099325127104054,0.01111578398005213,2154.21
LKOH,2007-10-08,18637,S,TRUE,-42.087038650197904,0.00707508376072386,2171.19
LKOH,2007-10-08,18679,S,TRUE,0.09669609810989722,0.12186373261960044,2155.9
LKOH,2007-10-08,18695,S,TRUE,-74.99895634749454,0.08151353044498874,2155.89
LKOH,2007-10-08,18774,S,TRUE,-0.00231815925408068,0.01494345674084452,2153.52
LKOH,2007-10-08,18841,S,TRUE,0.01089594833002343,0.00272278523721552,2156.77
LKOH,2007-10-08,18878,B,TRUE,100,0.10686095663561408,2154.11
LKOH,2007-10-08,18998,S,TRUE,-50.484537418048674,0.01151424505294634,2155.89
LKOH,2007-10-08,19072,B,TRUE,-0.00128551880624238,0.05047375926298686,2155
LKOH,2007-10-08,19083,B,TRUE,97.56175683666956,0.08633300026062539,2154.21
LKOH,2007-10-08,19090,S,TRUE,0.00521906745703521,0.00181274502247969,2155.58
LKOH,2007-10-08,19135,S,TRUE,0,1.484353179633e-4,2155
LKOH,2007-10-08,19137,B,TRUE,6.24343353664174e-5,0.00192816983132978,2154.34
LKOH,2007-10-08,19161,S,TRUE,-100,5.3010433382784e-4,2154.94
LKOH,2007-10-08,19182,S,TRUE,0.03295734113169179,9.7770673496425e-4,2154.3
LKOH,2007-10-08,19192,S,TRUE,-7.912982981935293,0.00783274018606367,2156.1
LKOH,2007-10-08,19269,S,TRUE,-100,0.00120743090719138,2154.98
LKOH,2007-10-08,19294,B,TRUE,-0.01512309833650653,0.00408278987437846,2151.01
LKOH,2007-10-08,19326,B,TRUE,1.0618668709288916,0.00210860324514367,2151
LKOH,2007-10-08,19359,B,TRUE,1.9604377758395977,0.0032552681121443,2150.12
LKOH,2007-10-08,19416,S,TRUE,-100,0.01111957926924117,2153.49
LKOH,2007-10-08,19454,B,TRUE,4.2263444108151e-4,0.00774077929574982,2151.01
LKOH,2007-10-08,19493,S,TRUE,-0.24708112024238676,4.912508930628e-4,2155.36
LKOH,2007-10-08,19495,B,TRUE,0.05715893431039596,0.00216889682674141,2154
LKOH,2007-10-08,19514,S,TRUE,0.00139213074892922,0.02326657748235618,2154.97
LKOH,2007-10-08,19559,B,TRUE,0.02763887372750641,0.07669254926822183,2153.4
LKOH,2007-10-08,19568,S,TRUE,-0.1494704586104802,0.06075977353810651,2154
LKOH,2007-10-08,19638,B,TRUE,100,0.00560713993764401,2153.4
LKOH,2007-10-08,19716,S,TRUE,0,0.02242004013668028,2153.4
LKOH,2007-10-08,19729,S,TRUE,-0.05841209139251675,0.00195279591685806,2154.9
LKOH,2007-10-08,19731,S,TRUE,0.00138596026060958,0.0087388698596119,2154
LKOH,2007-10-08,19896,S,TRUE,-100,0.043561463895277,2152.53
LKOH,2007-10-08,19933,B,TRUE,-8.2948988105061e-4,0.00654032978859257,2151.99
LKOH,2007-10-08,20051,B,TRUE,0.00129171144192923,0.00375419231334526,2149
LKOH,2007-10-08,20055,B,TRUE,6.309256168521862,0.03436157861153799,2149.51
LKOH,2007-10-08,20074,S,TRUE,-100,0.10161190886571744,2151.88
LKOH,2007-10-08,20144,B,TRUE,4.6533054756461e-4,0.03389816688037641,2149.01
LKOH,2007-10-08,20156,B,TRUE,4.405191081184596,0.00287133046408964,2153
LKOH,2007-10-08,20189,S,TRUE,-0.0169215120792192,0.01575296727684296,2150.2
LKOH,2007-10-08,20221,B,TRUE,0.02222935435133659,0.00986115585960003,2150.51
LKOH,2007-10-08,20226,B,TRUE,100,0.06723276190701667,2149.41
LKOH,2007-10-08,20259,B,TRUE,-0.06649770978168715,0.1190556512094623,2150.45
LKOH,2007-10-08,20324,B,TRUE,0.8727806776794625,0.00322351365985872,2152.17
LKOH,2007-10-08,20372,S,TRUE,0.3443964695876005,0.23080270043979495,2151.59
LKOH,2007-10-08,20379,B,TRUE,0,0.06169545545347124,2149.5
LKOH,2007-10-08,20392,B,TRUE,80.0826477048509,0.00824620350675503,2148.88
LKOH,2007-10-08,20397,S,TRUE,-100,0.01229971825062514,2151.5
LKOH,2007-10-08,20464,S,TRUE,0,0.0405637427055688,2149.8
LKOH,2007-10-08,20505,S,TRUE,0,0.01946027188578601,2149.79
LKOH,2007-10-08,20522,B,TRUE,-0.07008034432396401,0.01729900203662111,2150
LKOH,2007-10-08,20530,B,TRUE,-9.2962721948414e-4,0.01606221727407963,2151.4
LKOH,2007-10-08,20541,B,TRUE,2.6424941033770493,3.32855334012575e-5,2150
LKOH,2007-10-08,20547,S,TRUE,0.02815596252848594,9.4658685844096e-4,2151
LKOH,2007-10-08,20559,B,TRUE,3.694280268550193,0.00302965512091628,2151.3
LKOH,2007-10-08,20592,B,TRUE,0,0.00448065615849072,2149.57
LKOH,2007-10-08,20624,B,TRUE,0.0052567601703153,2.5856443134476e-4,2149.73
LKOH,2007-10-08,20626,B,TRUE,-0.03570892723180979,0.00370282467882248,2150
LKOH,2007-10-08,20678,B,TRUE,4.915108926858468,6.993539269459e-4,2151.5
LKOH,2007-10-08,20682,S,TRUE,-0.00156195648949588,0.00144150327358371,2150.5
LKOH,2007-10-08,20785,B,TRUE,100,8.5437432057483e-4,2150.66
LKOH,2007-10-08,20814,B,TRUE,1.2908858029918648,1.1929913396997129e-5,2152.9
LKOH,2007-10-08,20838,B,TRUE,0.0046487843428901,9.3306841444083e-4,2151.1
LKOH,2007-10-08,20885,S,TRUE,-7.7052763141241e-4,0.00275079405503902,2151.65
LKOH,2007-10-08,20896,B,TRUE,0,0.008144820209382,2151.67
LKOH,2007-10-08,20939,S,TRUE,-52.17127506470998,3.7823916780009e-4,2152.52
LKOH,2007-10-08,20954,S,TRUE,-100,0.00261189090698847,2152.96
LKOH,2007-10-08,20970,S,TRUE,-18.698809373706297,8.2226620197277e-4,2152.99
LKOH,2007-10-08,21066,B,TRUE,84.61538461538461,4.9981815638519e-4,2152
LKOH,2007-10-08,21077,S,TRUE,0.00464491915517788,0.00157630635725942,2152.89
LKOH,2007-10-08,21112,S,TRUE,2.9042126767193897e-5,0.00128941076483897,2152.05
LKOH,2007-10-08,21174,S,TRUE,0,0.00955451441279312,2151
LKOH,2007-10-08,21176,B,TRUE,6.919098291646549,0.0014714893194823,2152
LKOH,2007-10-08,21285,B,TRUE,-0.02092196108516507,6.255844039247e-4,2150.85
LKOH,2007-10-08,21317,S,TRUE,0.02922382128938729,4.7674998737708e-4,2151.99
LKOH,2007-10-08,21421,B,TRUE,16.42990227857583,0.00250247227571571,2150.23
LKOH,2007-10-08,21529,B,TRUE,0.00465051388180085,0.00172273032319834,2150.3
LKOH,2007-10-08,21590,S,TRUE,-3.8461538461538463,0.00361181115046082,2151.8
LKOH,2007-10-08,21651,S,TRUE,-1.9607843137254903,9.40764215916229e-5,2151.57
LKOH,2007-10-08,21658,B,TRUE,0.00446527975534682,9.1029995727693e-4,2151.57
LKOH,2007-10-08,21749,B,TRUE,0.00650545528892923,0.00241387447177922,2152.04
LKOH,2007-10-08,21796,B,TRUE,0.5964214711729622,0.00267133658978561,2153.01
LKOH,2007-10-08,21811,S,TRUE,-0.10993318362332671,0.00210946517887662,2151.5
LKOH,2007-10-08,21825,B,TRUE,0,0.00183943852135255,2153.06
LKOH,2007-10-08,21830,S,TRUE,-0.00299001074104734,0.00404758064424428,2152.99
LKOH,2007-10-08,21843,B,TRUE,0.08300245679009782,5.8793826930016e-4,2154
LKOH,2007-10-08,21873,B,TRUE,0.00525544972834833,9.3424746228208e-4,2153.83
LKOH,2007-10-08,21924,S,TRUE,0,5.5796974264929e-4,2152.96
LKOH,2007-10-08,22010,S,TRUE,-100,0.0038759827795869,2153.98
LKOH,2007-10-08,22048,B,TRUE,-0.00136553646075246,4.1418864697561e-4,2153
LKOH,2007-10-08,22067,S,TRUE,0,0.00651295267357805,2153
LKOH,2007-10-08,22127,S,TRUE,-33.098591549295776,3.451403528394e-4,2153
LKOH,2007-10-08,22138,B,TRUE,54.40012563795263,0.00418074106547141,2152
LKOH,2007-10-08,22176,B,TRUE,53.21419526724877,0.00793713958616057,2152.02
LKOH,2007-10-08,22197,B,TRUE,-0.00701239832582861,0.00103950893828039,2153
LKOH,2007-10-08,22221,B,TRUE,-0.00992914561687795,1.5807357318229e-4,2152
LKOH,2007-10-08,22241,S,TRUE,-5.170026289776567,0.00831724952695272,2152.01
LKOH,2007-10-08,22261,B,TRUE,4.773905983658409,3.4231345933451e-4,2152.41
LKOH,2007-10-08,22301,S,TRUE,0,7.386769173264e-4,2152.99
LKOH,2007-10-08,22358,S,TRUE,0.01254221384009986,0.00423252023182649,2152.73
LKOH,2007-10-08,22373,B,TRUE,-0.02316162286787811,0.00773732453755709,2184.9
LKOH,2007-10-08,22404,B,TRUE,-0.00298707239871648,0.00598479835603654,2152.9
LKOH,2007-10-08,22439,S,TRUE,-0.4969133778959093,8.1860729875589e-4,2153.02
LKOH,2007-10-08,22476,B,TRUE,0.04552718623407378,4.1992887676183e-4,2153
LKOH,2007-10-08,22717,B,TRUE,4.6446602664262e-4,0.0088769606986787,2153.01
LKOH,2007-10-08,22728,B,TRUE,0.02351834430855541,0.01722685402904207,2153.33
LKOH,2007-10-08,22795,S,TRUE,-92.85647034173918,0.00522391299759824,2154.69
LKOH,2007-10-08,22828,S,TRUE,-5.774201725223975,0.00163543153849424,2152.62
LKOH,2007-10-08,22838,S,TRUE,0.00232131665081278,0.00863540128031387,2153.95
LKOH,2007-10-08,22875,B,TRUE,0.00975288058294529,0.00217553892290016,2153.21
LKOH,2007-10-08,22897,S,TRUE,-11.34051179903243,0.00308768518631018,2154.57
LKOH,2007-10-08,22906,B,TRUE,0.22971503583716849,0.00334661486532242,2154.79
LKOH,2007-10-08,22914,S,TRUE,-0.05679760060400827,0.00105988654680361,2154
LKOH,2007-10-08,22920,B,TRUE,57.61538733562143,5.0892654840272e-4,2153.03
LKOH,2007-10-08,23093,S,TRUE,4.3573207405950424e-5,0.00136532491791962,2154
LKOH,2007-10-08,23133,B,TRUE,6.3871273470286e-4,0.00140725366255172,2153.16
LKOH,2007-10-08,23141,B,TRUE,0.01834185029799618,3.6260747003737e-4,2153.58
LKOH,2007-10-08,23166,S,TRUE,0.00232131665081278,6.093428992627e-4,2153.95
LKOH,2007-10-08,23172,S,TRUE,0.6077319850875917,8.6729439021266e-4,2153.91
LKOH,2007-10-08,23177,B,TRUE,0.6530039663033749,0.00469043979133784,2154.01
LKOH,2007-10-08,23235,S,TRUE,0.01006726667879646,0.0024055085869935,2153.83
LKOH,2007-10-08,23254,S,TRUE,0,3.5889390480127e-4,2153
LKOH,2007-10-08,23290,S,TRUE,0.01423841839200066,0.00208547052362449,2152.99
LKOH,2007-10-08,23338,S,TRUE,-9.73978139946738,0.00357114831746328,2153
LKOH,2007-10-08,23348,S,TRUE,-100,0.00131238685471577,2152
LKOH,2007-10-08,23367,B,TRUE,0,1.7491451691168e-4,2151.52
LKOH,2007-10-08,23410,B,TRUE,0.29513224290188117,0.00293545675043275,2163.75
LKOH,2007-10-08,23466,B,TRUE,4.6481360975263e-4,6.791529079969105e-5,2151.4
LKOH,2007-10-08,23530,S,TRUE,0.02415818033152372,0.00198706086196581,2152.48
LKOH,2007-10-08,23548,S,TRUE,-6.97026346195917e-5,4.65069880421e-4,2152
LKOH,2007-10-08,23651,S,TRUE,-100,3.3127510744127e-4,2151.84
LKOH,2007-10-08,23653,B,TRUE,0,0.00461032221486528,2151.02
LKOH,2007-10-08,23686,S,TRUE,-100,1.3458066084635e-4,2151.6
LKOH,2007-10-08,23713,S,TRUE,0.00707626689458613,0.00102502272193068,2151.4
LKOH,2007-10-08,23731,B,TRUE,3.4797165108553476,3.6983102621534e-4,2151.12
LKOH,2007-10-08,23842,B,TRUE,4.788924533007513,0.00386722176778449,2151.21
LKOH,2007-10-08,23912,B,TRUE,-0.0074666646149534,0.00217124928485538,2152
LKOH,2007-10-08,23999,S,TRUE,-0.0553027944176734,0.00524595676263506,2151.79
LKOH,2007-10-08,24009,B,TRUE,100,0.00548772628917631,2151.8
LKOH,2007-10-08,24137,S,TRUE,0.00119970100867279,0.00648828089672551,2150
