,Unnamed: 0,DATE,SECCODE,OBPLOTNO,BUYSELLOBP,TRADESNOTRADES,BUYSELLYIELD,OBPTDVOLRATIO,MINMAXRATIO,GROUP
114,1810,2007-10-08,LKOH,5919,B,T,0.0004610398292409,0.0306515820393276,2169.01,4
115,1811,2007-10-08,LKOH,5924,B,T,0.0009245904064491,0.019849585298097,2163.12,0
116,1817,2007-10-08,LKOH,5955,B,T,100.0,0.0112916376092063,2169.22,3
117,1819,2007-10-08,LKOH,5988,B,T,27.414652362185343,0.0003111399243725,2152.88,0
118,1837,2007-10-08,LKOH,6040,B,T,0.0,0.0373229773276367,2169.0,4
119,1842,2007-10-08,LKOH,6061,B,T,15.57748942249678,0.0081444932026993,2169.33,4
120,1844,2007-10-08,LKOH,6065,B,T,0.00461020699829,0.0679578463171246,2169.1,4
121,1863,2007-10-08,LKOH,6135,B,T,0.0104123166765371,0.0114424830533612,2169.5,4
122,1869,2007-10-08,LKOH,6158,B,T,0.0009219861425474,0.0131869838430501,2169.23,4
123,1873,2007-10-08,LKOH,6169,B,T,-0.0069124423963175,0.0103839057953723,2170.0,4
124,1883,2007-10-08,LKOH,6200,B,T,-0.0469523744282099,0.0026048458067197,2170.5,4
125,1899,2007-10-08,LKOH,6257,S,T,-100.0,0.0068629992667266,2172.8,1
126,1900,2007-10-08,LKOH,6259,B,T,0.0023037758886689,0.0046027443695,2170.35,4
127,1906,2007-10-08,LKOH,6288,B,T,0.0027644546422079,0.0047979880150871,2170.41,4
128,1923,2007-10-08,LKOH,6359,S,T,0.0269367544582512,0.0055891765858887,2171.9,4
129,1933,2007-10-08,LKOH,6411,B,T,0.0058298197938239,0.0060961930283128,2170.68,4
130,1935,2007-10-08,LKOH,6425,S,T,-18.733553440023403,0.0041134390559234,2172.54,4
131,1939,2007-10-08,LKOH,6447,S,T,-5.454582801978287,0.0032236991079095,2171.0,4
132,1968,2007-10-08,LKOH,6551,B,T,12.188162415312403,0.0063197562838206,2171.0,4
133,1987,2007-10-08,LKOH,6671,B,T,0.002304094375714,0.0162604070257869,2170.05,4
134,1997,2007-10-08,LKOH,6712,S,T,-4.315050016859615,0.0054502943912753,2170.0,4
135,2023,2007-10-08,LKOH,6812,S,T,0.2424750119782409,0.0053757602349332,2172.9,4
136,2038,2007-10-08,LKOH,6871,S,T,-11.668439233034174,0.0097432638108511,2170.21,4
137,2040,2007-10-08,LKOH,6880,S,T,-100.0,0.0003031614312348,2170.99,1
138,2044,2007-10-08,LKOH,6894,S,T,-9.13433206036105,0.0030658544146337,2169.95,4
139,2058,2007-10-08,LKOH,6966,S,T,-0.0799844707366971,0.0158954439782866,2171.32,4
140,2064,2007-10-08,LKOH,6989,S,T,0.0004608316167456,0.0031798179284651,2169.99,4
141,2074,2007-10-08,LKOH,7023,S,T,0.0230520977408944,3.3121745216782526e-05,2169.0,4
142,2085,2007-10-08,LKOH,7077,B,T,0.023057412958266,0.0098765444847844,2168.5,4
143,2089,2007-10-08,LKOH,7093,S,T,-100.0,0.0001396936602725,2168.5,1
144,2093,2007-10-08,LKOH,7106,B,T,2.795267418082986,0.0021333860579986,2168.0,4
145,2102,2007-10-08,LKOH,7148,B,T,0.0456639960147894,0.0023402958265263,2168.01,4
146,2104,2007-10-08,LKOH,7164,B,T,0.003644069872924,0.0128482887582433,2168.23,4
147,2105,2007-10-08,LKOH,7166,B,T,0.0013837446898889,0.0022728350075821,2168.03,4
148,2133,2007-10-08,LKOH,7281,S,T,-2.3059794993936142,0.0056138192537639,2176.1,4
149,2135,2007-10-08,LKOH,7302,S,T,-2.001122047026482,0.0164707084754906,2171.04,4
150,2149,2007-10-08,LKOH,7359,S,T,-100.0,0.0769834863392975,2171.75,1
151,2151,2007-10-08,LKOH,7364,S,T,0.0041442569807773,0.0569119861382035,2171.68,4
152,2152,2007-10-08,LKOH,7367,B,T,2.005714454018644,0.0022326567624981,2171.31,4
153,2154,2007-10-08,LKOH,7373,S,T,-1.5155864251350273,0.0041663245036791,2170.0,4
154,2156,2007-10-08,LKOH,7378,B,T,73.17995406648802,0.0007299425230431,2169.92,3
155,2160,2007-10-08,LKOH,7393,S,T,0.0460831616735561,0.0090656621988173,2169.99,4
156,2163,2007-10-08,LKOH,7416,S,T,-0.1090583398905793,0.0051301052765661,2169.93,4
157,2172,2007-10-08,LKOH,7455,B,T,0.0,0.0093410925290656,2169.24,4
158,2180,2007-10-08,LKOH,7478,S,T,-21.184607695664575,0.005004750270538,2171.5,4
159,2181,2007-10-08,LKOH,7486,B,T,50.23379967129272,0.0027061558883951,2169.5,3
160,2188,2007-10-08,LKOH,7522,S,T,-3.9096759230815454,0.0101969224453923,2168.99,4
161,2190,2007-10-08,LKOH,7530,B,T,100.0,0.0043984645785235,2169.27,3
162,2207,2007-10-08,LKOH,7616,B,T,2.765613431996973e-05,0.0017882959823217,2169.52,4
163,2219,2007-10-08,LKOH,7677,B,T,100.0,0.0009063012988877,2169.53,3
164,2227,2007-10-08,LKOH,7740,S,T,-0.9609011664984428,0.0044166820167364,2171.5,4
165,2229,2007-10-08,LKOH,7754,B,T,-0.0010071061646829,0.0001987713537394,2171.52,4
166,2259,2007-10-08,LKOH,7887,S,T,0.0027740930247622,0.0125292400802744,2171.0,4
167,2271,2007-10-08,LKOH,7934,B,T,3.999999999999999,0.0312378896753705,2169.55,4
168,2276,2007-10-08,LKOH,7952,S,T,0.3146375980024903,0.0069940992667004,2171.4,4
169,2286,2007-10-08,LKOH,7984,S,T,0.0257952776216728,0.047120044337953,2170.94,4
170,2293,2007-10-08,LKOH,8005,S,T,-19.473684210526315,0.0230380657071242,2170.12,4
171,2304,2007-10-08,LKOH,8045,S,T,0.0143435162698272,0.0031011418778628,2169.97,4
172,2311,2007-10-08,LKOH,8066,S,T,-69.43041601229761,0.0026195130088389,2169.95,1
173,2314,2007-10-08,LKOH,8074,S,T,-43.79438019353426,0.0007914177138952,2169.97,1
174,2324,2007-10-08,LKOH,8113,S,T,0.0003003315324365,0.0012111559897617,2169.94,4
175,2338,2007-10-08,LKOH,8167,B,T,-0.0001086092939168,0.0034391634309271,2170.0,4
176,2354,2007-10-08,LKOH,8234,B,T,-0.008295160234846,0.001816709705907,2169.95,4
177,2362,2007-10-08,LKOH,8267,S,T,-4.808685325711683,0.0072593673596544,2168.99,4
178,2371,2007-10-08,LKOH,8302,B,T,100.0,0.0006179269050228,2169.01,3
179,2374,2007-10-08,LKOH,8310,B,T,0.0028232555930746,0.0033810632597145,2169.12,4
180,2375,2007-10-08,LKOH,8314,B,T,-0.0018433519511863,0.0013547195754304,2169.96,4
181,2378,2007-10-08,LKOH,8323,B,T,-0.0271709096268041,0.0006443571777936,2171.47,4
182,2382,2007-10-08,LKOH,8350,B,T,8.70288836071874,0.0017602668302689,2171.0,4
183,2386,2007-10-08,LKOH,8364,B,T,52.50011525517496,0.0250825958259488,2169.1,3
184,2396,2007-10-08,LKOH,8418,B,T,0.0247610412027074,0.0026566168637364,2170.0,4
185,2406,2007-10-08,LKOH,8458,B,T,-0.0331797235023054,0.0155187743386137,2170.0,4
186,2412,2007-10-08,LKOH,8477,S,T,0.0399903801942524,0.0023737980057585,2171.37,4
187,2418,2007-10-08,LKOH,8505,B,T,100.0,0.001442890453426,2169.6,3
188,2420,2007-10-08,LKOH,8511,B,T,9.95018622559348e-05,0.0009649988882286,2169.9,4
189,2426,2007-10-08,LKOH,8530,B,T,38.4627158747627,0.0020998164385275,2171.43,4
190,2428,2007-10-08,LKOH,8537,S,T,-100.0,0.003113205340299,2171.33,1
191,2437,2007-10-08,LKOH,8577,S,T,0.0373015763370036,0.0029732680011893,2171.49,4
192,2440,2007-10-08,LKOH,8595,S,T,-100.0,0.0061049912811095,2171.52,1
193,2441,2007-10-08,LKOH,8597,B,T,0.048018867024128,0.0038815150051146,2170.55,4
194,2456,2007-10-08,LKOH,8655,S,T,-0.107027369554155,0.0013495819443312,2170.0,4
195,2460,2007-10-08,LKOH,8668,S,T,-71.25093162507389,0.001556034542037,2172.8,1
196,2471,2007-10-08,LKOH,8709,B,T,1.9255761606601385,0.0024904063373473,2174.01,4
197,2477,2007-10-08,LKOH,8729,S,T,-3.212917822709753,0.0042791998568298,2172.0,4
198,2482,2007-10-08,LKOH,8748,S,T,-15.712279174204811,0.0284707413986675,2174.5,4
199,2494,2007-10-08,LKOH,8785,S,T,-0.4915672511079795,0.0017952060105652,2172.01,4
200,2511,2007-10-08,LKOH,8848,B,T,50.01727274820939,0.0009048928868264,2171.05,3
201,2516,2007-10-08,LKOH,8878,S,T,0.0004604072762866,0.0003768172389687,2171.99,4
202,2522,2007-10-08,LKOH,8907,B,T,-0.0036851075590735,0.0157587962973362,2170.9,4
203,2533,2007-10-08,LKOH,8960,S,T,0.0322461765247751,0.0035088236611258,2170.8,4
204,2537,2007-10-08,LKOH,8973,S,T,0.0105953187117943,0.0047849068832365,2170.77,4
205,2543,2007-10-08,LKOH,8990,B,T,94.3407597781746,0.0038645975233567,2169.6,3
206,2544,2007-10-08,LKOH,8994,S,T,0.0,0.0045786187055667,2170.0,4
207,2558,2007-10-08,LKOH,9071,B,T,-0.0089013521041193,0.0009518712538904,2170.0,4
208,2561,2007-10-08,LKOH,9082,B,T,0.1387390875485016,0.0006505598705197,2169.54,4
209,2583,2007-10-08,LKOH,9160,B,T,0.0023036803597511,0.0160871255590674,2170.44,4
210,2614,2007-10-08,LKOH,9284,B,T,0.0515862780500336,0.0027460760415787,2171.12,4
211,2621,2007-10-08,LKOH,9317,S,T,0.0,0.047491923723303,2172.2,4
212,2630,2007-10-08,LKOH,9373,S,T,0.0062769028515397,0.0285275829995253,2172.0,4
213,2631,2007-10-08,LKOH,9376,B,T,0.0023019727906899,0.0018733333630918,2172.05,4
214,2640,2007-10-08,LKOH,9410,S,T,0.0050644800390484,0.0484187029863213,2171.99,4
215,2644,2007-10-08,LKOH,9425,S,T,-100.0,0.0177472952176101,2171.98,1
216,2661,2007-10-08,LKOH,9503,B,T,0.0188939221478384,0.0040613859130569,2170.01,4
217,2672,2007-10-08,LKOH,9557,S,T,0.0046044755502306,0.0042716135542606,2171.8,4
218,2676,2007-10-08,LKOH,9576,S,T,8.038692800221617e-06,0.0019170089129231,2171.01,4
219,2687,2007-10-08,LKOH,9624,S,T,0.0050652263005027,0.0141979150432525,2171.67,4
220,2703,2007-10-08,LKOH,9688,S,T,0.0007985108659584,0.0009617120441521,2170.0,4
221,2705,2007-10-08,LKOH,9694,S,T,-100.0,0.0136220654126701,2170.95,1
222,2713,2007-10-08,LKOH,9728,B,T,0.0016755367115301,0.0058901304063467,2170.5,4
223,2715,2007-10-08,LKOH,9735,S,T,-83.32972272028196,0.012231199480113,2169.53,1
224,2727,2007-10-08,LKOH,9792,S,T,-0.9844348404363942,0.0031208153095881,2168.88,4
225,2733,2007-10-08,LKOH,9824,S,T,-91.78530875314442,0.0025246557009344,2168.0,1
226,2736,2007-10-08,LKOH,9844,S,T,0.0447617245723317,0.0055931038594024,2167.03,0
227,2745,2007-10-08,LKOH,9933,B,T,9.150307219610964,0.0425007869988583,2163.67,0
228,2746,2007-10-08,LKOH,9937,B,T,0.0055498515414662,0.0163859006640896,2162.22,0
229,2749,2007-10-08,LKOH,9953,B,T,0.2989441088768844,0.0083466013186124,2162.31,0
230,2756,2007-10-08,LKOH,9987,B,T,0.3970596430658307,0.0010597796361059,2164.41,0
231,2762,2007-10-08,LKOH,10002,B,T,12.53507194660282,0.0314293706801513,2163.5,0
232,2766,2007-10-08,LKOH,10035,B,T,100.0,0.0263256882143992,2163.56,3
233,2772,2007-10-08,LKOH,10064,B,T,100.0,0.0100877297081906,2164.81,3
234,2783,2007-10-08,LKOH,10125,B,T,0.0463007540704879,0.0044947329361801,2165.02,0
235,2796,2007-10-08,LKOH,10188,B,T,55.55792671179833,0.0130709037412644,2165.5,3
236,2800,2007-10-08,LKOH,10200,S,T,0.1055923948847668,0.0004061365824488,2165.56,0
237,2807,2007-10-08,LKOH,10224,S,T,0.0007449899426357,0.0018488514701631,2165.0,0
238,2808,2007-10-08,LKOH,10229,B,T,2.256719483581373,0.00447223840411,2165.5,0
239,2812,2007-10-08,LKOH,10251,B,T,100.0,0.0009524421603616,2164.41,3
240,2815,2007-10-08,LKOH,10262,S,T,-1.6177973039728475,0.0037486503342515,2169.98,4
241,2819,2007-10-08,LKOH,10280,B,T,0.2359044743031295,0.0021869455390763,2168.0,4
242,2825,2007-10-08,LKOH,10304,S,T,0.0009237960627803,0.0001396909085694,2164.98,0
243,2850,2007-10-08,LKOH,10381,B,T,0.0143281043455728,0.0019180978196944,2163.58,0
244,2853,2007-10-08,LKOH,10392,B,T,7.14810650055366,0.0332893787946658,2163.53,0
245,2857,2007-10-08,LKOH,10406,S,T,-100.0,0.0033166401943913,2164.8,1
246,2864,2007-10-08,LKOH,10434,B,T,0.0069330498486326,0.0101141533945916,2163.55,0
247,2867,2007-10-08,LKOH,10445,S,T,-100.0,0.0012802286938303,2164.0,1
248,2871,2007-10-08,LKOH,10458,B,T,2.662175191619438,0.0079399029051741,2169.0,4
249,2876,2007-10-08,LKOH,10481,S,T,-7.349224179495194,0.0150970818276458,2164.1,0
250,2882,2007-10-08,LKOH,10512,B,T,-0.0046196417929711,0.001532830501516,2164.67,0
251,2885,2007-10-08,LKOH,10523,S,T,-100.0,0.0177020389835143,2164.79,1
252,2887,2007-10-08,LKOH,10527,B,T,60.012014731909744,0.0081336064609799,2164.01,3
253,2900,2007-10-08,LKOH,10582,S,T,0.0004621093443231,0.0047895232247791,2163.99,0
254,2901,2007-10-08,LKOH,10592,S,T,0.013779087769433,0.0094756168980108,2163.98,0
255,2920,2007-10-08,LKOH,10673,S,T,0.0084139355502719,0.0130841328227457,2162.9,0
256,2930,2007-10-08,LKOH,10718,S,T,-3.555505184984449,0.0039430960117754,2162.0,0
257,2938,2007-10-08,LKOH,10759,S,T,-0.7676190272648015,0.0137756775509031,2158.1,0
258,2940,2007-10-08,LKOH,10763,S,T,-0.99158290461802,0.0140766012415269,2157.94,0
259,2963,2007-10-08,LKOH,10891,B,T,-0.0236440595459514,0.0013540510461841,2156.99,0
260,2974,2007-10-08,LKOH,10921,B,T,100.0,0.0020226700670547,2154.5,3
261,2975,2007-10-08,LKOH,10924,B,T,0.0995861805824969,0.0026407381109366,2155.01,0
262,2990,2007-10-08,LKOH,10980,B,T,100.0,0.011010589361573,2155.52,3
263,3011,2007-10-08,LKOH,11043,B,T,96.15884113567334,0.0014510852779274,2156.01,3
264,3014,2007-10-08,LKOH,11060,S,T,1.0246120052458711,0.0050308582590283,2157.89,0
265,3031,2007-10-08,LKOH,11119,B,T,100.0,0.0223885957312654,2156.8,3
266,3035,2007-10-08,LKOH,11133,S,T,-27.87704846952581,0.003734904068016,2157.88,0
267,3046,2007-10-08,LKOH,11179,S,T,-7.821068961212972,0.0025240316784108,2157.88,0
268,3055,2007-10-08,LKOH,11223,B,T,0.0927213722763097,0.0045523604291963,2157.0,0
269,3064,2007-10-08,LKOH,11250,S,T,-0.7490894049844056,0.0032504245274531,2157.39,0
270,3070,2007-10-08,LKOH,11302,S,T,-100.0,0.0016272453623059,2158.9,1
271,3071,2007-10-08,LKOH,11310,B,T,46.91359204740967,0.0051986149932588,2157.83,0
272,3074,2007-10-08,LKOH,11339,B,T,0.9359872042230044,0.0035512857167204,2160.0,0
273,3092,2007-10-08,LKOH,11422,S,T,0.0069545865498338,0.0188855422301053,2156.85,0
274,3097,2007-10-08,LKOH,11433,B,T,15.486252988021835,0.002221654789836,2156.87,0
275,3100,2007-10-08,LKOH,11454,B,T,0.0353898677268375,0.0002899980876299,2155.55,0
276,3102,2007-10-08,LKOH,11467,S,T,-100.0,0.0040231724047666,2156.0,1
277,3108,2007-10-08,LKOH,11489,S,T,-0.3350880204709834,0.0023627191999404,2155.0,0
278,3110,2007-10-08,LKOH,11499,S,T,0.0051020644808244,0.0002566323773915,2155.99,0
279,3117,2007-10-08,LKOH,11547,B,T,6.295523542301953,0.003466506505163,2155.0,0
280,3134,2007-10-08,LKOH,11607,S,T,-1.0836414995761865,0.0016082190811637,2154.03,0
281,3139,2007-10-08,LKOH,11623,B,T,10.592797113886958,0.0011234486106535,2153.35,0
282,3141,2007-10-08,LKOH,11633,B,T,100.0,0.0017620134245975,2154.0,3
283,3149,2007-10-08,LKOH,11674,S,T,-11.34671050970328,0.0042889995947237,2159.4,0
284,3164,2007-10-08,LKOH,11722,B,T,9.958188045519831,0.0010693589374845,2155.0,0
285,3182,2007-10-08,LKOH,11777,S,T,0.0,0.0035379385490975,2158.8,0
286,3190,2007-10-08,LKOH,11805,B,T,0.0599873175108266,0.001841209310067,2156.11,0
287,3195,2007-10-08,LKOH,11824,S,T,-100.0,0.0037454315567408,2156.6,1
288,3212,2007-10-08,LKOH,11889,B,T,0.0009276351796357,0.0076656087228598,2156.02,0
289,3226,2007-10-08,LKOH,11936,B,T,0.0015597108271605,0.0006155712161501,2157.0,0
290,3242,2007-10-08,LKOH,11985,B,T,0.0917937329915029,0.0023712602800063,2157.01,0
291,3261,2007-10-08,LKOH,12064,S,T,-91.55575657329952,0.0016983250901426,2158.7,1
292,3290,2007-10-08,LKOH,12177,S,T,-3.192036138301201,0.0006257649775712,2158.48,0
293,3296,2007-10-08,LKOH,12199,S,T,-100.0,0.0096573459806467,2158.47,1
294,3299,2007-10-08,LKOH,12209,B,T,47.903747648354816,0.001866988491915,2158.0,0
295,3309,2007-10-08,LKOH,12239,S,T,0.0442148505065468,0.0275694981896012,2158.4,0
296,3312,2007-10-08,LKOH,12250,B,T,0.0164347401751882,0.0197480970781617,2157.3,0
297,3326,2007-10-08,LKOH,12340,B,T,1.8842911022468565,0.0146797317154007,2157.1,0
298,3329,2007-10-08,LKOH,12346,B,T,0.5237671342034228,0.0015999877866061,2154.5,0
299,3330,2007-10-08,LKOH,12353,S,T,-0.1494215961980917,0.0042424987315489,2157.3,0
300,3339,2007-10-08,LKOH,12382,S,T,0.0,0.003245452878569,2157.22,0
301,3340,2007-10-08,LKOH,12384,S,T,-2.866629950312859,0.0023809213825115,2156.98,0
302,3346,2007-10-08,LKOH,12404,S,T,-57.847483047949744,0.0032488491451885,2158.4,0
303,3347,2007-10-08,LKOH,12408,B,T,-0.004617523483074,0.0012479834655711,2157.02,0
304,3354,2007-10-08,LKOH,12428,B,T,-0.0362544611674987,0.0004441754132069,2158.0,0
305,3367,2007-10-08,LKOH,12463,S,T,-90.90491842799456,0.0014532434123143,2156.99,1
306,3392,2007-10-08,LKOH,12537,B,T,100.0,3.092921351222364e-05,2155.21,3
307,3404,2007-10-08,LKOH,12574,B,T,0.0204128972396221,0.00106157001809,2155.5,0
308,3408,2007-10-08,LKOH,12585,B,T,6.829171596010975,0.0023695192410468,2155.5,0
309,3412,2007-10-08,LKOH,12594,B,T,2.80652430290577,0.0051807791762327,2155.6,0
310,3413,2007-10-08,LKOH,12598,S,T,-23.162309175069208,2.5844924875307425e-05,2156.89,0
311,3435,2007-10-08,LKOH,12680,B,T,2.6966890349303485,0.0011674438004537,2156.87,0
312,3445,2007-10-08,LKOH,12720,B,T,3.960237293570623,0.0010263343367057,2156.0,0
313,3451,2007-10-08,LKOH,12737,B,T,4.7402794762022005,0.0022133480634379,2156.3,0
314,3465,2007-10-08,LKOH,12789,S,T,-3.703703703703704,0.0008842866829037,2156.5,0
315,3475,2007-10-08,LKOH,12819,S,T,-10.539417746650262,0.0046688498236405,2156.75,0
316,3484,2007-10-08,LKOH,12864,S,T,0.0,0.0054817257006681,2156.0,0
317,3492,2007-10-08,LKOH,12895,S,T,-19.11233981447528,0.0010332267652322,2157.3,0
318,3506,2007-10-08,LKOH,12944,S,T,-0.5121767280843628,0.0048277839253366,2158.0,0
319,3514,2007-10-08,LKOH,12995,B,T,-0.0006855448236428,0.0079044260397152,2156.33,0
320,3517,2007-10-08,LKOH,13011,S,T,-0.5067004499500488,0.0029995359907012,2171.0,4
321,3519,2007-10-08,LKOH,13015,S,T,-0.0001839528215106,0.0085187451900732,2156.35,0
322,3522,2007-10-08,LKOH,13035,B,T,0.0037097148156701,0.00242991984209,2156.5,0
323,3531,2007-10-08,LKOH,13078,B,T,4.636928498558335e-05,0.0101917914276488,2156.6,0
324,3538,2007-10-08,LKOH,13103,B,T,14.72037423317732,0.0012030240349237,2158.0,0
325,3539,2007-10-08,LKOH,13105,S,T,-0.0001871017135695,0.0049347418918919,2151.0,0
326,3544,2007-10-08,LKOH,13122,S,T,-0.0023186792802903,0.0079154275558645,2156.4,0
327,3560,2007-10-08,LKOH,13183,S,T,0.0074691309391932,0.0068687261407759,2157.77,0
328,3564,2007-10-08,LKOH,13196,B,T,-0.0055435868647917,0.014187592770875,2157.89,0
329,3568,2007-10-08,LKOH,13215,S,T,0.043567128138342,0.0016954116797551,2157.59,0
330,3577,2007-10-08,LKOH,13264,B,T,0.0649383748781339,0.0011446283026931,2158.0,0
331,3589,2007-10-08,LKOH,13317,S,T,0.0013559740317503,3.106011630184501e-05,2158.47,0
332,3595,2007-10-08,LKOH,13349,S,T,-100.0,0.0147721412590716,2158.46,1
333,3604,2007-10-08,LKOH,13380,S,T,-4.968371538044245,0.0044537097246179,2158.0,0
334,3617,2007-10-08,LKOH,13425,B,T,-0.003707273670939,0.00374317705814,2157.92,0
335,3626,2007-10-08,LKOH,13468,B,T,0.0363222399742979,0.0018660569243307,2158.0,0
336,3629,2007-10-08,LKOH,13476,S,T,-38.878120588459794,0.0075773208400958,2157.97,0
337,3643,2007-10-08,LKOH,13540,S,T,0.0032438494297851,0.0065974317479825,2157.93,0
338,3656,2007-10-08,LKOH,13597,B,T,0.0051005976973178,0.0010443761267802,2156.61,0
339,3697,2007-10-08,LKOH,13806,B,T,76.2786699774764,0.0015709239762641,2157.03,3
340,3701,2007-10-08,LKOH,13828,S,T,-0.0034449163296061,0.0025119089192189,2157.01,0
341,3709,2007-10-08,LKOH,13865,S,T,0.0074006203681488,0.0068392056359248,2156.79,0
342,3718,2007-10-08,LKOH,13923,B,T,0.000927205125589,0.0083603627236354,2157.02,0
343,3721,2007-10-08,LKOH,13932,S,T,0.0,0.0076635768532217,2156.9,0
344,3722,2007-10-08,LKOH,13937,B,T,0.1254631834531133,0.0026948109137074,2157.31,0
345,3723,2007-10-08,LKOH,13942,S,T,0.0026828083930937,0.0073553177836577,2157.99,0
346,3730,2007-10-08,LKOH,13988,S,T,-100.0,0.0109973683081467,2156.61,1
347,3740,2007-10-08,LKOH,14039,S,T,-14.87970095875096,0.0286996095066234,2156.9,0
348,3744,2007-10-08,LKOH,14052,S,T,0.0013304560868365,0.0023268443439303,2155.0,0
349,3754,2007-10-08,LKOH,14085,S,T,-16.13797828211816,0.0017150654673027,2154.99,0
350,3760,2007-10-08,LKOH,14113,B,T,-0.0700663542295122,0.0033990384764891,2155.1,0
351,3764,2007-10-08,LKOH,14133,S,T,-0.0066938954689625,0.0003877095607145,2154.98,0
352,3765,2007-10-08,LKOH,14135,B,T,0.3134532974704539,0.0030551130213129,2155.0,0
353,3781,2007-10-08,LKOH,14203,S,T,-18.481545888455525,0.0025121419563049,2154.97,0
354,3790,2007-10-08,LKOH,14244,S,T,6.630640188354405e-05,0.0016777166752426,2154.5,0
355,3795,2007-10-08,LKOH,14265,B,T,0.0032507941225718,0.0013735355126245,2153.32,0
356,3802,2007-10-08,LKOH,14304,B,T,0.3885734081209717,0.0135913307123415,2156.0,0
357,3806,2007-10-08,LKOH,14325,B,T,0.0037153830792132,0.0014795070581363,2153.21,0
358,3808,2007-10-08,LKOH,14336,B,T,0.0106816271369067,0.0026847113351895,2153.23,0
359,3810,2007-10-08,LKOH,14340,B,T,0.0331624362452196,0.0038798686669197,2153.9,0
360,3811,2007-10-08,LKOH,14345,B,T,0.0,0.0100335973487411,2154.5,0
361,3823,2007-10-08,LKOH,14423,S,T,0.0726385591260592,0.0002568399826798,2154.3,0
362,3830,2007-10-08,LKOH,14459,S,T,-1.7675296529805415,0.0034034824998148,2154.3,0
363,3835,2007-10-08,LKOH,14491,B,T,-0.1259928157915939,0.0063941597037991,2152.65,0
364,3840,2007-10-08,LKOH,14520,S,T,0.0,0.0436408687561753,2157.83,0
365,3847,2007-10-08,LKOH,14560,B,T,2.469221927899016,0.0019945325736658,2153.2,0
366,3849,2007-10-08,LKOH,14565,S,T,0.0004641900579874,0.0005039739701648,2154.29,0
367,3855,2007-10-08,LKOH,14580,B,T,23.084068077566123,0.0043047962029006,2153.2,0
368,3858,2007-10-08,LKOH,14596,S,T,-96.11537715882874,0.0178065624514706,2154.0,1
369,3864,2007-10-08,LKOH,14621,B,T,-1.031673085931072e-05,0.0062008043885002,2154.0,0
370,3889,2007-10-08,LKOH,14708,B,T,-0.6608549497391721,0.0036715697108251,2153.13,0
371,3891,2007-10-08,LKOH,14715,S,T,-54.54524342257216,0.0219222415274653,2152.99,0
372,3896,2007-10-08,LKOH,14733,B,T,5.17562094433639,0.0041978274842879,2164.86,0
373,3898,2007-10-08,LKOH,14742,B,T,4.072264802922086,0.0034623291526864,2153.9,0
374,3900,2007-10-08,LKOH,14751,B,T,9.095132411663982,0.0188992055030751,2152.55,0
375,3901,2007-10-08,LKOH,14756,S,T,-4.3672190033674285,0.006358774050483,2152.9,0
376,3902,2007-10-08,LKOH,14759,B,T,-0.0213567080955868,0.0040910525199427,2153.89,0
377,3906,2007-10-08,LKOH,14776,S,T,-100.0,0.0025265843108477,2152.88,1
378,3911,2007-10-08,LKOH,14795,B,T,-0.0064219098659385,0.0018218800114297,2152.9,0
379,3912,2007-10-08,LKOH,14802,S,T,-5.67241634978789,0.0001772503417908,2152.88,0
380,3926,2007-10-08,LKOH,14880,B,T,0.6488349993738537,7.444315786773571e-05,2152.5,0
381,3927,2007-10-08,LKOH,14890,S,T,-1.0856374940282358,0.0109092056525219,2156.1,0
382,3930,2007-10-08,LKOH,14898,S,T,-0.9005332548695735,0.011134997411104,2152.02,0
383,3933,2007-10-08,LKOH,14909,B,T,2.9048303433038054,0.008094178684563,2158.46,0
384,3938,2007-10-08,LKOH,14921,B,T,-0.0002894111550932,0.0002000560654477,2151.98,0
385,3944,2007-10-08,LKOH,14964,S,T,-0.1335864528110348,0.0068270970358854,2151.97,0
386,3957,2007-10-08,LKOH,15007,B,T,26.656558125761737,0.0012120716839633,2152.2,0
387,3964,2007-10-08,LKOH,15031,B,T,0.2781460977142544,0.0005090079342392,2152.7,0
388,3965,2007-10-08,LKOH,15033,B,T,0.0041819812368509,0.0414966420073562,2152.09,0
389,3975,2007-10-08,LKOH,15073,B,T,0.0046457607433217,0.00018412535635,2152.5,0
390,3979,2007-10-08,LKOH,15085,S,T,-1.9485333967284089,0.0284627016775187,2152.7,0
391,3985,2007-10-08,LKOH,15128,S,T,0.0009290701401493,0.0035893038283858,2152.69,0
392,3994,2007-10-08,LKOH,15187,S,T,-5.842893512757204,0.0117084701158403,2154.0,0
393,4001,2007-10-08,LKOH,15207,B,T,0.004644681839294,0.001039757520443,2153.0,0
394,4009,2007-10-08,LKOH,15229,B,T,100.0,0.0034335885639253,2153.01,3
395,4016,2007-10-08,LKOH,15248,B,T,0.0041800195067433,0.0177720065732096,2153.1,0
396,4021,2007-10-08,LKOH,15268,B,T,0.0125384861867668,0.0048407164718044,2153.88,0
397,4042,2007-10-08,LKOH,15344,B,T,52.65598761144242,0.0062122324851326,2154.11,0
398,4049,2007-10-08,LKOH,15391,B,T,0.0259913857121656,0.0011575525169584,2154.8,0
399,4092,2007-10-08,LKOH,15599,B,T,9.19756277617496,0.0218445090620721,2156.75,0
400,4105,2007-10-08,LKOH,15664,B,T,0.006490827070452,0.0171172399080071,2156.89,0
