,Unnamed: 0,DATE,SECCODE,OBPLOTNO,BUYSELLOBP,TRADESNOTRADES,BUYSELLYIELD,OBPTDVOLRATIO,MINMAXRATIO,GROUP
85,1496,2007-10-08,LKOH,4636,B,T,5.413918502508535,0.0004479361668899,2174.0,4
86,1499,2007-10-08,LKOH,4651,B,T,0.0280692066997824,0.014413430477657,2173.2,4
87,1502,2007-10-08,LKOH,4662,B,T,0.0170060984376031,0.035190793455525,2173.29,4
88,1519,2007-10-08,LKOH,4723,S,T,-2.1468003069981743,0.0048776175182886,2174.59,4
89,1523,2007-10-08,LKOH,4744,B,T,0.0193182497665744,0.1013222232285874,2174.11,2
90,1533,2007-10-08,LKOH,4781,S,T,-10.586891154666768,0.0154333233358617,2173.25,4
91,1542,2007-10-08,LKOH,4812,B,T,85.66334364723878,0.0458712694242193,2174.98,3
92,1557,2007-10-08,LKOH,4873,B,T,-0.0009195486855043,0.0473026773943291,2174.98,4
93,1570,2007-10-08,LKOH,4930,B,T,0.006696485964904,0.0179075425668096,2175.21,4
94,1573,2007-10-08,LKOH,4939,S,T,-11.969707640235647,0.0105135663591002,2175.75,4
95,1578,2007-10-08,LKOH,4949,B,T,1.0985045599448058,0.0245584498005144,2164.45,0
96,1580,2007-10-08,LKOH,4958,B,T,-0.001838362019439,0.10542560822591,2175.85,2
97,1586,2007-10-08,LKOH,4980,B,T,3.825142520324616,0.0013535422441727,2177.49,4
98,1594,2007-10-08,LKOH,5013,B,T,100.0,0.000917368294894,2175.72,3
99,1613,2007-10-08,LKOH,5103,S,T,-5.176084328682013,0.0377376035736567,2175.88,4
100,1622,2007-10-08,LKOH,5140,S,T,-100.0,0.0321077528989888,2175.9,1
101,1643,2007-10-08,LKOH,5243,S,T,0.0859680519567239,0.0004914143423874,2175.11,4
102,1648,2007-10-08,LKOH,5265,S,T,-56.20495199530464,0.0042925526342272,2175.0,1
103,1665,2007-10-08,LKOH,5341,S,T,-0.6982691351972881,0.0173338360633972,2175.8,4
104,1700,2007-10-08,LKOH,5451,S,T,-6.198134037216793,0.0067020726660039,2173.8,4
105,1711,2007-10-08,LKOH,5500,S,T,0.0931840741850699,0.0126906100841202,2172.9,4
106,1714,2007-10-08,LKOH,5513,S,T,-7.883133628853325,0.0031402946917669,2186.0,4
107,1758,2007-10-08,LKOH,5664,B,T,-0.0580113168108609,0.0019821557101691,2171.99,4
108,1770,2007-10-08,LKOH,5712,S,T,0.0004604072762866,0.0081040867205629,2171.99,4
109,1775,2007-10-08,LKOH,5745,B,T,0.1018657896282082,0.0018238060407649,2152.16,0
110,1779,2007-10-08,LKOH,5764,S,T,-100.0,0.0118406551922278,2170.99,1
111,1797,2007-10-08,LKOH,5854,B,T,1.7221032736606512,0.0101096188313032,2172.0,4
112,1799,2007-10-08,LKOH,5873,B,T,0.0008133012571523,0.0239933628344742,2169.0,4
113,1800,2007-10-08,LKOH,5875,B,T,4.25015603147858,0.0022431760996405,2168.4,4
