,SECCODE,DATE,OBPLOTNO,BUYSELLOBP,TRADESNOTRADES,BUYSELLYIELD,OBPTDVOLRATIO,MINMAXRATIO
1221,LKOH,2007-10-08,3458,B,T,0.5863449028336125,0.0026693090507013757,2181.31
1224,LKOH,2007-10-08,3467,S,T,-0.29687393839810083,0.02486722591600353,2183.0
1231,LKOH,2007-10-08,3502,S,T,-14.27457132040148,0.005337906238472893,2178.83
1243,LKOH,2007-10-08,3552,B,T,-0.08761106192862929,0.008624381324754939,2180.09
1250,LKOH,2007-10-08,3575,S,T,0.08256880733944955,0.003461580587989337,2180.0
1284,LKOH,2007-10-08,3704,B,T,0.09186954524575103,0.043320689369762806,2177.0
1286,LKOH,2007-10-08,3708,S,T,-42.59578445349621,0.01558240443303367,2171.95
1300,LKOH,2007-10-08,3755,S,T,-0.7325594774122793,0.01752548549530512,2177.94
1305,LKOH,2007-10-08,3768,S,T,-23.201893200698002,0.020164392987078346,2177.0
1307,LKOH,2007-10-08,3773,B,T,100.0,0.004048456980726207,2176.23
1329,LKOH,2007-10-08,3871,S,T,-0.9880717017447685,0.014180523953630656,2176.0
1346,LKOH,2007-10-08,3938,S,T,-2.8595151203300166,0.006256018938264713,2185.1
1359,LKOH,2007-10-08,4006,S,T,-100.00000000000001,0.028724224875949077,2174.49
1366,LKOH,2007-10-08,4033,S,T,-30.566331999506954,0.007434627647779518,2177.0
1367,LKOH,2007-10-08,4041,B,T,100.0,0.017365416503791798,2173.35
1385,LKOH,2007-10-08,4121,B,T,57.1360035626734,0.009121206282053223,2170.97
1389,LKOH,2007-10-08,4135,S,T,-18.002784714332666,0.01031160333730702,2171.15
1397,LKOH,2007-10-08,4171,B,T,0.009203018590089183,0.10305253378729863,2173.2
1398,LKOH,2007-10-08,4174,S,T,-100.0,0.06851279722962603,2174.94
1404,LKOH,2007-10-08,4193,B,T,47.90324496367622,0.041986782446339646,2174.94
1418,LKOH,2007-10-08,4255,B,T,-0.004597912547699161,0.11582358716644034,2174.9
1435,LKOH,2007-10-08,4323,B,T,100.0,0.07380725220339295,2173.21
1436,LKOH,2007-10-08,4328,B,T,100.0,0.02617615466250969,2173.25
1444,LKOH,2007-10-08,4378,S,T,0.06072347580637582,0.036361152849605685,2173.7
1457,LKOH,2007-10-08,4446,S,T,-100.0,0.00989652163384415,2173.34
1460,LKOH,2007-10-08,4455,B,T,1.3687390700204691,0.014963215151109486,2174.0
